STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,WDF5,WSF5
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2018-09,4.9,0.00,0.0,72.2,78.7,65.6,220,22
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2018-10,4.7,0.84,0.0,69.6,77.4,61.7,20,48
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2018-11,4.3,1.20,0.0,65.1,75.0,55.2,60,43
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2018-12,3.6,3.51,0.0,58.3,66.4,50.2,50,36
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-01,4.5,5.03,0.0,58.0,66.6,49.4,70,41
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-02,4.7,5.49,,53.5,61.2,45.7,140,43
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-03,5.4,1.42,0.0,60.3,67.7,52.8,110,29
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-04,5.4,0.03,0.0,63.8,71.0,56.7,320,30
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-05,6.0,0.50,0.0,62.9,68.4,57.3,240,28
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-06,5.6,0.01,,67.9,73.5,62.3,200,24
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-07,6.3,0.03,,73.0,79.4,66.7,200,23
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-08,5.6,0.00,0.0,74.2,81.1,67.3,180,23
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-09,5.1,0.03,0.0,75.4,82.7,68.0,180,37
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-10,4.7,0.00,0.0,70.8,81.6,60.1,80,28
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-11,3.6,2.32,0.0,64.3,74.2,54.5,230,30
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2019-12,3.8,3.98,0.0,59.0,67.2,50.8,60,41
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-01,3.4,0.15,0.0,59.8,69.5,50.0,20,39
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-02,4.3,0.38,0.0,62.0,72.3,51.8,70,40
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-03,5.1,3.19,0.0,61.7,68.3,55.2,190,29
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-04,5.8,2.73,0.0,66.0,72.6,59.3,140,33
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-05,5.6,0.01,0.0,70.8,78.0,63.7,220,27
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-06,6.0,0.01,0.0,70.7,77.4,64.0,30,44
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-07,5.4,0.00,0.0,72.2,79.5,64.9,200,22
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-08,5.4,0.00,0.0,76.0,83.6,68.3,200,25
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-09,4.0,0.00,0.0,75.7,85.0,66.4,200,24
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-10,4.0,0.00,0.0,72.7,81.9,63.5,50,48
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-11,3.6,0.37,0.0,62.6,72.9,52.2,20,42
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2020-12,3.1,1.07,,59.0,70.7,47.3,180,31
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-01,4.3,1.76,,58.6,68.8,48.4,60,36
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-02,4.3,0.03,,59.0,68.2,49.8,60,33
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-03,5.1,1.16,,58.3,67.0,49.7,240,31
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-04,5.6,0.02,,64.0,71.7,56.3,60,33
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-05,6.5,0.15,,66.3,72.2,60.4,210,28
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-06,6.3,0.00,,70.0,76.7,63.4,190,24
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-07,6.0,0.04,,75.0,81.5,68.5,110,28
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-08,5.4,0.03,,75.2,82.4,68.0,180,25
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-09,4.5,0.10,,73.5,81.1,65.9,190,23
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-10,4.0,0.79,,68.2,77.3,59.0,340,33
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-11,3.8,0.00,,67.0,76.3,57.6,30,50
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2021-12,3.8,4.80,,57.1,64.7,49.6,260,38
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2022-01,3.6,0.06,,60.2,70.3,50.1,30,40
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2022-02,4.9,0.11,,61.2,73.3,49.2,60,42
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2022-03,5.6,1.00,,63.2,72.1,54.2,50,35
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2022-04,5.8,0.17,,65.4,72.8,58.1,220,33
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2022-05,6.5,0.04,,66.6,72.9,60.3,180,24
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13.0,2022-06,6.3,0.00,,71.7,78.7,64.7,200,23
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-01,6.9,2.55,,67.1,75.8,58.4,310,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-02,6.9,0.23,,72.0,79.8,64.3,190,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-03,8.3,1.13,,74.0,82.1,65.8,310,52
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-04,8.3,5.36,,80.1,87.2,72.9,90,47
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-05,8.3,2.16,,81.6,88.6,74.5,250,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-06,7.6,12.22,,84.1,91.2,77.1,150,55
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-07,6.0,5.71,,84.7,91.2,78.2,290,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-08,5.1,11.09,,84.6,91.7,77.5,120,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-09,5.1,4.99,,83.7,90.5,77.1,230,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-10,7.6,15.53,,78.5,84.4,72.7,150,47
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-11,8.5,1.80,,75.3,81.4,69.1,20,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2011-12,8.1,1.04,,73.2,79.6,66.9,80,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-01,6.3,0.21,,68.5,76.4,60.7,310,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-02,8.1,3.38,,72.8,79.6,66.1,230,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-03,9.8,4.98,,75.3,81.7,68.8,80,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-04,8.9,7.85,,75.9,82.8,69.0,240,43
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-05,6.9,14.67,,79.8,86.3,73.3,150,40
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-06,8.1,12.57,,82.6,88.7,76.5,90,41
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-07,5.8,8.93,,83.4,89.9,76.9,130,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-08,6.7,15.91,,83.8,89.9,77.7,80,52
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-09,5.6,11.04,,82.7,88.7,76.6,80,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-10,7.4,6.44,,79.4,85.5,73.4,60,40
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-11,6.5,0.50,,71.4,79.0,63.9,90,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2012-12,6.7,0.51,,71.9,79.3,64.5,140,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-01,7.4,0.54,,73.2,79.7,66.7,110,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-02,7.6,1.85,,71.7,79.2,64.2,220,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-03,7.2,0.81,,68.0,76.7,59.2,10,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-04,8.9,5.15,,78.0,84.2,71.7,160,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-05,8.1,11.03,,78.9,86.0,71.7,90,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-06,7.6,6.19,,83.0,88.9,77.1,200,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-07,7.8,12.71,,82.4,88.6,76.3,90,41
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-08,7.2,4.43,0.0,83.9,89.8,77.9,90,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-09,5.6,10.48,0.0,82.8,89.3,76.4,300,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-10,6.3,6.87,,80.6,86.8,74.4,140,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-11,8.9,5.73,,77.0,82.9,71.2,60,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2013-12,8.1,4.67,,75.1,81.0,69.1,10,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-01,6.7,1.91,,67.9,75.7,60.1,340,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-02,6.7,1.17,,74.2,81.5,66.9,100,44
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-03,8.5,2.61,,73.7,81.8,65.5,260,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-04,9.2,1.18,,77.5,84.5,70.4,210,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-05,10.5,3.30,,80.7,86.8,74.4,290,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-06,6.3,19.63,,81.5,88.9,74.1,80,47
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-07,4.9,10.30,,83.9,90.6,77.1,180,51
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-08,5.6,9.07,,84.9,91.4,78.4,350,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-09,6.0,7.25,,82.5,88.7,76.3,120,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-10,6.7,3.25,,79.8,86.5,73.1,250,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-11,8.5,2.66,,72.6,79.9,65.3,100,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2014-12,6.0,1.32,,71.3,78.5,64.0,80,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-01,7.6,0.96,,70.8,77.8,63.9,270,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-02,8.5,2.81,,68.4,76.7,60.0,240,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-03,8.7,1.32,,76.7,83.8,69.7,280,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-04,8.5,4.03,,80.3,86.6,74.1,90,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-05,9.8,2.40,,80.9,87.4,74.5,290,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-06,7.6,3.60,,83.6,89.6,77.7,110,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-07,6.7,5.91,,84.6,91.5,77.7,80,52
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-08,5.6,9.02,,84.7,91.4,77.9,140,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-09,5.1,9.96,,83.3,89.9,76.8,80,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-10,7.6,4.71,,80.5,86.5,74.5,30,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-11,8.7,7.56,,78.4,83.9,72.9,60,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2015-12,8.9,9.83,,77.2,81.8,72.6,70,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-01,7.6,7.57,,67.4,74.3,60.4,250,42
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-02,8.5,2.85,,68.5,75.3,61.6,350,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-03,9.2,0.62,,76.5,83.4,69.6,130,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-04,9.2,1.09,,77.1,83.9,70.2,60,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-05,7.8,8.27,,80.0,86.5,73.5,110,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-06,6.9,8.73,,83.5,90.1,76.9,200,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-07,7.6,4.12,,84.7,91.1,78.3,110,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-08,7.6,13.77,,83.8,90.5,77.1,210,45
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-09,5.6,6.06,,83.4,90.1,76.7,60,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-10,9.4,9.63,,80.7,86.5,75.0,90,43
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-11,7.4,0.94,,74.6,81.2,68.0,130,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2016-12,8.3,2.33,,76.7,82.6,70.8,140,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-01,8.3,3.41,,72.6,80.6,64.7,250,48
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-02,7.2,1.31,,73.1,81.3,65.0,250,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-03,9.2,3.93,,73.3,80.5,66.2,70,46
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-04,11.4,2.16,,78.0,84.1,71.9,110,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-05,9.2,2.69,,82.2,89.5,74.9,260,42
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-06,8.1,15.97,,83.7,89.4,77.9,110,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-07,7.2,12.45,,85.7,91.8,79.6,90,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-08,6.9,8.57,,85.7,92.1,79.4,100,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-09,7.4,14.97,,84.8,90.6,78.9,100,72
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-10,9.6,12.61,,80.8,86.5,75.1,140,42
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-11,6.9,4.41,,77.3,83.9,70.6,100,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2017-12,5.8,0.66,,71.7,79.8,63.6,10,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-01,9.6,1.01,,68.1,75.9,60.3,90,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-02,10.1,0.37,,76.3,82.6,70.0,90,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-03,8.5,0.19,,70.8,79.7,62.0,90,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-04,8.5,3.80,,77.1,84.9,69.3,160,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-05,9.8,16.59,,78.4,83.6,73.2,180,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-06,5.1,7.90,,82.6,89.5,75.7,90,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-07,5.4,8.02,,83.6,90.9,76.4,280,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-08,7.4,9.59,,83.5,90.0,77.0,80,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-09,6.9,7.89,,83.3,89.2,77.4,130,42
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-10,8.9,1.76,,81.3,87.3,75.3,100,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-11,6.9,2.77,,75.7,82.1,69.4,240,31
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2018-12,8.7,1.59,,71.9,78.7,65.1,260,43
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-01,7.8,2.00,,68.1,76.0,60.1,130,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-02,8.5,1.53,,74.9,81.4,68.3,120,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-03,8.3,1.91,,73.8,81.3,66.2,20,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-04,9.4,3.16,,77.7,84.5,70.8,210,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-05,9.4,4.62,,82.2,88.4,75.9,250,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-06,5.6,12.44,,84.8,91.7,77.8,130,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-07,6.3,10.54,,85.1,92.1,78.0,310,48
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-08,4.9,15.75,,84.6,91.4,77.8,260,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-09,9.6,3.25,,85.2,91.1,79.3,70,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-10,8.3,3.93,,83.5,89.0,78.0,90,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-11,6.3,1.63,,76.0,83.2,68.7,30,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2019-12,8.7,6.44,,73.5,80.3,66.7,100,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-01,8.9,2.03,,71.5,78.9,64.1,90,40
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-02,8.9,2.90,,73.1,80.2,65.9,200,48
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-03,9.8,0.10,,77.2,83.9,70.5,80,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-04,8.7,3.86,,81.9,89.1,74.6,260,44
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-05,8.5,18.90,,79.4,86.1,72.7,320,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-06,7.4,7.11,,84.4,90.4,78.4,160,34
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-07,6.7,10.27,,85.9,92.9,78.9,130,39
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-08,7.2,7.45,,85.3,91.5,79.1,130,55
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-09,7.4,10.93,,83.7,89.6,77.9,120,41
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-10,8.7,11.86,,82.2,87.8,76.5,80,49
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-11,9.8,9.61,,77.4,82.7,72.2,90,51
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2020-12,7.4,1.61,,69.4,77.2,61.6,80,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-01,6.3,0.50,,68.6,76.6,60.5,120,30
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-02,8.9,2.90,,74.4,81.0,67.9,270,35
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-03,9.4,1.87,,74.5,81.7,67.4,90,33
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-04,8.9,2.81,,77.4,84.9,70.0,360,38
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-05,10.1,2.68,,81.2,87.2,75.2,80,37
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-06,8.7,12.44,,82.7,88.7,76.6,90,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-07,6.7,8.18,,83.7,90.0,77.3,110,45
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-08,8.1,7.30,,84.7,91.0,78.5,70,43
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-09,4.3,12.13,,83.1,90.2,76.0,230,32
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-10,6.7,4.91,,81.2,87.3,75.1,140,36
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-11,6.7,4.38,,73.1,79.6,66.5,300,29
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,1.4,2021-12,5.8,1.19,,74.5,81.6,67.5,240,31
